Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Device Category
click,2023-03-08 19:20:50,2023-03-08 23:50:18,2023-03-08 23:50:18,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KS,Banjarbaru,70714,360035,125.164.99.135,True,Telkomsel,TSEL-PAKAIMASKER,Indonesia,1678319417700-4034183884122122754,2c4ba229-bc8c-42f3-85dc-4075d5ec691f,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A135F Build/TP1A.220624.014),,,phone
click,2023-03-08 06:10:35,2023-03-08 11:53:50,2023-03-08 11:53:50,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kelapa Dua Wetan,13730,360156,110.138.80.150,True,XL Axiata,DiRumahLebihBaik,Indonesia,1678276428842-4515510231441690417,22114962-ae29-4915-b5ef-e82bc5431602,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A037F Build/RP1A.200720.012),,,phone
click,2023-03-08 06:45:39,2023-03-08 11:49:42,2023-03-08 11:49:42,install,,,,,SDK,,,Facebook Ads,,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Sukmajaya,16411,360117,114.10.65.78,False,IM3#TetapSehat,IM3#TetapSehat,Indonesia,1678276177504-3764625342838366907,e441b47a-0fa4-4daa-b0f4-9b48bde89cc4,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; SM-M105G Build/QP1A.190711.020),,,phone
click,2023-03-08 11:39:14,2023-03-08 11:40:36,2023-03-08 11:40:36,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Jatinegara,13930,360156,182.2.167.74,False,Telkomsel,Tsel-PakaiMasker,Indonesia,1678275635260-4780971200496284928,345e2cd1-3f2d-4f35-aa4d-ee46a243e247,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A525F Build/TP1A.220624.014),,,phone
click,2023-03-08 11:34:44,2023-03-08 11:38:37,2023-03-08 11:38:37,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,NT,Liliba,85111,360217,180.249.167.166,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678275516827-7577111337659193861,16b849bc-fdce-4e1b-a91f-47e2bcd8c17b,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; SM-A217F Build/SP1A.210812.016),,,phone
click,2023-03-08 11:32:34,2023-03-08 11:37:34,2023-03-08 11:37:34,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Pandaan,67156,360353,36.68.217.246,True,TELKOMSEL,TELKOMSEL,Indonesia,1678275448438-7942209205992733281,5fda104d-d382-4d55-b9ca-573c595bc86a,,,,,,android,,8.0.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 8.0.0; AUM-AL20 Build/HONORAUM-AL20),,,phone
click,2023-03-08 11:29:37,2023-03-08 11:30:41,2023-03-08 11:30:41,install,,,,,SDK,,,googleadwords_int,ACI_Display,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Pebayuran,17710,360054,110.138.90.146,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678275035685-1818474672449462457,2453eda5-c509-4f45-9f10-cfb1e0580c00,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2269 Build/RP1A.200720.011),,,phone
click,2023-03-08 06:59:22,2023-03-08 11:26:32,2023-03-08 11:26:32,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-LuarJawa_Novel_Android,2.385304403871038e+16,romance_feb2023_animated,2.385304412230038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SU,Babura,20154,360285,114.122.10.40,False,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678274790207-3250028824753993341,9cf189ba-4435-4cc3-9c67-1c9f40867119,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; M2007J20CG Build/RKQ1.200826.002),,,phone
click,2023-03-08 11:07:59,2023-03-08 11:26:11,2023-03-08 11:26:11,install,,,,,SDK,,,Facebook Ads,,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SN,Karampuang,90231,360259,125.162.215.131,True,XL Axiata,,Indonesia,1678274768513-1284705184032900731,3c86b404-2db1-4ad5-a6b8-3d25fce8b4e7,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH2083 Build/PPR1.180610.011),,,phone
,,2023-03-08 11:25:10,2023-03-08 11:25:10,install,,,,,SDK,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SN,Bulu Pabbulu,90911,360506,182.1.203.237,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678274670617-4943263742818279978,75ecc60b-3a46-4876-ac38-3422efd3d96e,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH2071 Build/PPR1.180610.011),,,phone
click,2023-03-08 11:04:54,2023-03-08 11:09:41,2023-03-08 11:09:41,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KI,Sangkulirang,75684,360220,103.143.63.39,True,TELKOMSEL,TSEL-PAKAIMASKER,Indonesia,1678273781191-7020872920446432859,35173910-0b44-427e-9ce2-e407d915b671,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH2015 Build/PPR1.180610.011),,,phone
click,2023-03-08 10:58:38,2023-03-08 11:02:21,2023-03-08 11:02:21,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kamal,11810,360153,103.171.155.60,True,3SinyalKuatHemat,3SinyalKuatHemat,Indonesia,1678273339378-8728876687265907681,4bf1d2ed-c1cd-47ec-913f-be7af100f6cb,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; CPH2127 Build/RKQ1.211119.001),,,phone
click,2023-03-08 10:20:50,2023-03-08 10:26:06,2023-03-08 10:26:06,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KS,Banjarmasin,70111,360036,180.254.132.56,True,Telkomsel,TSEL-PAKAIMASKER,Indonesia,1678271074157-6198646029407453881,0b5dca6a-6048-49cb-a460-c433bdd29e4b,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH1933 Build/RKQ1.200903.002),,,phone
click,2023-03-08 10:19:17,2023-03-08 10:22:54,2023-03-08 10:22:54,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,LA,Kasui,34765,360509,182.3.101.245,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678270971803-3234745590841121753,75175e11-6307-4a1e-8a3c-318ffab76f57,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; M2101K7BNY Build/RP1A.200720.011),,,phone
click,2023-03-08 10:22:17,2023-03-08 10:22:46,2023-03-08 10:22:46,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kelapa Gading Timur,14240,360157,180.244.167.204,True,3SinyalKuatHemat,3SinyalKuatHemat,Indonesia,1678270964655-5980875478672171232,184f2d46-610d-416b-a5a0-049e0055417c,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; ASUS_X00TD Build/PKQ1),,,phone
click,2023-03-08 10:16:09,2023-03-08 10:18:29,2023-03-08 10:18:29,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Banjarsari,61151,360042,103.159.96.66,True,TELKOMSEL,TELKOMSEL,Indonesia,1678270707803-5740222406254380109,ecdc1391-e836-4939-9ef6-dc60eb52c2a0,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; V2038 Build/RP1A.200720.012),,,phone
click,2023-03-07 22:32:34,2023-03-08 10:16:45,2023-03-08 10:16:45,install,,,,,SDK,,,googleadwords_int,ACI_Display,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Cilincing,14120,360157,101.255.166.130,True,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1678270905578-1137754524339571802,7c74d6df-dd1e-49c8-81c6-1795c8734a98,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A025F Build/RP1A.200720.012),,,phone
click,2023-03-08 10:11:56,2023-03-08 10:13:33,2023-03-08 10:13:33,install,,,,,SDK,,,googleadwords_int,ACI_Search,,UA- App Install - Jabodetabek,19703625761.0,Romance,144022070617.0,,,ClickToDownload,GoogleSearch,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Gondrong,15146,360469,180.214.233.10,False,3SinyalKuatHemat,3SinyalKuatHemat,Indonesia,1678270409818-2283062562437396190,b15aae6b-6cc0-468d-a0fe-a298dedd28b3,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; V2120 Build/SP1A.210812.003),,,phone
click,2023-03-08 10:05:03,2023-03-08 10:08:31,2023-03-08 10:08:31,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Jatipuro,57784,360171,103.146.185.214,True,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1678270108953-218905562818875008,18b8d000-5ef9-4de7-8ce0-58a8f9faef4c,,,,,,android,,8.1.0,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),,,phone
click,2023-03-08 08:47:30,2023-03-08 08:59:39,2023-03-08 08:59:39,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-LuarJawa_Novel_Android,2.385304403871038e+16,romance_feb2023_animated,2.385304412230038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,RI,Sidomulya Barat,28294,360361,182.1.1.118,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678265963943-7561048853176492266,f7f3a094-45a1-48a9-9675-248ec310d0af,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH2083 Build/PPR1.180610.011),,,phone
click,2023-03-08 03:33:03,2023-03-08 08:37:45,2023-03-08 08:37:45,install,,,,,SDK,,,Facebook Ads,,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Semper Barat,14130,360157,120.188.92.130,False,Indosat Ooredoo,INDOSAT,Indonesia,1678264709680-5857066155994170956,a854e558-f41f-4833-b67d-9be66a2026ab,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2269 Build/RP1A.200720.011),,,phone
click,2023-03-07 12:42:56,2023-03-08 08:23:58,2023-03-08 08:23:58,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KR,Sekupang,29424,360048,180.252.51.25,True,Indosat Ooredoo,INDOSAT,English,1678263834621-4764651161798142527,80ffc272-4a22-4375-91a5-af24713c7f7c,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; SM-A135F Build/SP1A.210812.016),,,phone
click,2023-03-08 04:03:39,2023-03-08 08:09:01,2023-03-08 08:09:01,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SS,Merapi,31471,360224,182.3.71.252,False,Indosat Ooredoo,INDOSAT,Indonesia,1678262937727-5876167548419923171,2b07f0b5-d11d-4421-ae93-00e9a82a6669,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; 21061119AG Build/RP1A.200720.011),,,phone
,,2023-03-08 07:52:52,2023-03-08 07:52:52,install,,,,,SDK,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SN,Bono Bone,91966,360087,114.79.37.199,False,sf.-Stay Safe 4G,sf.-Stay Safe 4G,Indonesia,1678261960166-3575904354266249682,64cea079-735e-4722-a53a-f8155fe64edb,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; V2207 Build/SP1A.210812.003),,,phone
click,2023-03-08 07:47:41,2023-03-08 07:50:29,2023-03-08 07:50:29,install,,,,,SDK,,,Facebook Ads,Instagram,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Garawangi,45455,360215,103.105.33.76,False,3,3,Indonesia,1678261833803-240311146117694494,63bb8f69-d223-4025-8436-1b4f226bcb11,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; vivo 1902 Build/PPR1.180610.011),,,phone
click,2023-03-08 07:39:45,2023-03-08 07:49:42,2023-03-08 07:49:42,install,,,,,SDK,,,Facebook Ads,,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Pengantigan,68414,360042,180.247.222.120,True,3SinyalKuatHemat,Indosat,Bahasa Indonesia,1678261778571-298923122486732218,89ad7fc5-4836-44bd-b48e-f83c762e4b4e,,,,,,android,,6.0.1,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; CPH1701 Build/MMB29M),,,phone
click,2023-03-08 07:40:26,2023-03-08 07:45:04,2023-03-08 07:45:04,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KI,Loa Janan,75391,360219,36.85.39.95,True,Telkomsel,,Indonesia,1678261504743-2549885936111478134,7b208ceb-d819-477d-986e-5e2c70102c6f,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; SM-X706B Build/SP2A.220305.013),,,tablet
click,2023-03-08 07:38:35,2023-03-08 07:40:54,2023-03-08 07:40:54,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,RI,Tapung,28464,360168,103.156.248.149,True,,Tsel-PakaiMasker,Indonesia,1678261252889-5306939639245071086,f0c858a9-ce9a-46fd-bb8c-cb1cbfe03592,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; vivo 1919 Build/SP1A.210812.003),,,phone
click,2023-03-08 06:27:43,2023-03-08 07:40:03,2023-03-08 07:40:03,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,KS,Alalak Selatan,70126,360036,125.164.98.194,True,Smartfren,TELKOMSEL,Indonesia,1678260876277-2198409485075576874,c3a40ea6-7748-4cd1-b895-c70acdfb14c8,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; V2111 Build/SP1A.210812.003),,,phone
click,2023-03-08 07:31:16,2023-03-08 07:34:51,2023-03-08 07:34:51,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Pabuaran,16921,360441,182.3.47.133,False,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678260887977-3715766962144780583,aba65a2e-d65f-4c5d-9250-fbc0661d556f,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; Redmi 7 MIUI/V11.0.2.0.QFLMIXM),,,phone
click,2023-03-08 05:22:17,2023-03-08 07:26:54,2023-03-08 07:26:54,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-LuarJawa_Novel_Android,2.385304403871038e+16,romance_feb2023_animated,2.385304412230038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SN,Mandai,90552,360282,114.79.38.231,False,,Smartfren,Indonesia,1678260411303-8908586993678212183,df13ba30-5679-4edc-96c0-4cbf280c0bfd,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; V2027 Build/SP1A.210812.003),,,phone
click,2023-03-07 22:03:57,2023-03-08 07:22:22,2023-03-08 07:22:22,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Ngluwar,56485,360253,114.10.22.113,False,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1678260139444-3988362691335681989,9eced4b8-48ca-4577-b59c-b65de1b3d0a2,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; vivo 2019 Build/QP1A.190711.020),,,phone
click,2023-03-08 07:08:40,2023-03-08 07:16:59,2023-03-08 07:16:59,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Roa Malaka,11230,360153,103.165.130.234,True,,Tsel-PakaiMasker,Indonesia,1678259817780-8771104190902130918,bb636364-26d5-47cb-a0e4-58107a853f1d,,,,,,android,,10,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 10; vivo 1935 Build/QP1A.190711.020),,,phone
click,2023-03-08 06:57:20,2023-03-08 07:12:13,2023-03-08 07:12:13,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Gapuro Sukolilo,61113,360135,180.253.162.254,True,,,Indonesia,1678259524723-5909851224421640812,85ae5bbd-5626-424b-a2f0-ba99d4b0c1f8,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A107F Build/RP1A.200720.012),,,phone
click,2023-03-08 06:35:18,2023-03-08 06:38:43,2023-03-08 06:38:43,install,,,,,SDK,,,Facebook Ads,Facebook,,FB-UA-CPI-ID-9Feb23,2.385293858406038e+16,2150-MF-Jawa_Novel_Android,2.385293858407038e+16,romance_feb2023_animated,2.385305598951038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Jenangan,63492,360375,36.90.173.129,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1678257519626-8773166649440629313,1b2428c9-01ba-4c99-8040-0be3a0492943,,,,,,android,,12,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 12; CPH2471 Build/SP1A.210812.016),,,phone
click,2023-03-08 06:19:53,2023-03-08 06:31:12,2023-03-08 06:31:12,install,,,,,SDK,,,Facebook Ads,Facebook,,AAA,2.385304407117038e+16,13-65_Indonesia,2.385304407121038e+16,romance_feb2023_animated,2.385304407123038e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Kepatihan,61174,360042,112.215.240.32,False,XL Axiata,XL Axiata,Indonesia,1678257070907-3918777915752965752,42306dbf-e85c-4c36-9660-a6f8abe09f32,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,7d,,,Dalvik/2.1.0 (Linux; U; Android 9; HRY-AL00a Build/HONORHRY-AL00a),,,phone
