Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL,Device Category
,,2023-03-05 21:28:00,2023-03-05 21:28:00,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,AC,Neusu Aceh,23244,360020,182.3.9.169,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1678051676874-6496345977051030883,00000000-0000-0000-0000-000000000000,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2149 Build/RP1A.200720.012),,,phone
,,2023-02-22 09:46:34,2023-02-22 09:46:34,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Cimuncang,42111,360415,182.2.166.168,False,Telkomsel,Tsel-PakaiMasker,Indonesia,1677059192671-844206123450373674,963521e6-046b-4a6c-8739-8dcb1f6ddeef,,,,,,android,,11,0.9.27,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH1937 Build/RKQ1.200903.002),,,phone
,,2023-02-22 08:55:20,2023-02-22 08:55:20,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Jatibening,17412,360055,139.193.202.210,True,Smartfren,Smartfren - Stay Safe,Indonesia,1677056115840-956458956702430094,8ee6864b-377a-4fe4-abdb-a857e97745ed,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A032F Build/RP1A.201005.001),,,phone
,,2023-02-22 08:52:48,2023-02-22 08:52:48,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SU,Sekip,20113,360285,116.206.31.57,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677055966421-1674266129471444310,e61c64bb-6571-49b9-8131-33f242fffd72,,,,,,android,,12,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; M2103K19G Build/SP1A.210812.016),,,phone
,,2023-02-22 08:29:46,2023-02-22 08:29:46,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SG,Bende,93118,360206,36.72.66.132,True,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677054582870-5206675107579484453,89de0d8d-35b9-4dac-b23b-7e3104fe4803,,,,,,android,,11,0.9.20,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2149 Build/RP1A.200720.012),,,phone
,,2023-02-22 07:37:26,2023-02-22 07:37:26,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,RI,Cinta Raja,28131,360361,125.165.108.228,True,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677051437201-8996961518101826352,6fcf888a-dbb1-47e1-a660-c7229dcf5e40,,,,,,android,,11,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; RMX3268 Build/RP1A.201005.001),,,phone
,,2023-02-22 07:15:09,2023-02-22 07:15:09,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Sungai Bambu,14330,360157,180.244.164.90,True,XL Axiata,XL Axiata,Indonesia,1677050107038-2727641515619830982,00000000-0000-0000-0000-000000000000,,,,,,android,,9,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH1923 Build/PPR1.180610.011),,,phone
,,2023-02-22 07:02:49,2023-02-22 07:02:49,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Pondok Labu,12450,360155,182.3.46.87,False,Tsel-PakaiMasker,Tsel-PakaiMasker,Indonesia,1677049366229-1787302054865115321,18c7658b-4400-4548-8803-c4a771edcd48,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; Infinix X688B Build/RP1A.200720.011),,,phone
,,2023-02-22 06:54:11,2023-02-22 06:54:11,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Mangunjaya,17510,360343,27.123.222.167,True,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1677048850138-8208285885265147747,1e391576-c86a-4bbf-b982-bcdb308d2491,,,,,,android,,11,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; RMX1971 Build/RKQ1.201217.002),,,phone
,,2023-02-22 06:31:50,2023-02-22 06:31:50,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Pasir Gunung Selatan,16451,360117,103.144.175.154,True,XL Axiata,XL 4G LTE,Indonesia,1677047507527-6393005787399533589,acf93b17-3964-4900-a731-0b447fcc068f,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A507FN Build/RP1A.200720.012),,,phone
,,2023-02-22 05:54:56,2023-02-22 05:54:56,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Halim Perdana Kusumah,13610,360156,182.0.197.96,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677045293044-2006337985791408983,84ed9fdc-b4f1-4c0f-95ec-f31dc469f319,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; 220233L2G Build/RP1A.200720.011),,,phone
,,2023-02-22 05:54:25,2023-02-22 05:54:25,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,MY,14,Kuala Lumpur,50000,None,104.133.229.108,True,,,Indonesia,1677045264699-5547180943383499658,9c30338f-59fb-4e4a-be6a-ec6fdd4c99f9,,,,,,android,,13,0.9.29,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A235F Build/TP1A.220624.014),,,phone
,,2023-02-22 05:43:20,2023-02-22 05:43:20,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Harapan Jaya,16914,360055,120.188.38.69,False,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1677044596969-3651870119315558270,fffb0dff-e6d4-4e3a-a421-f6a909a76557,,,,,,android,,9,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; SM-A305F Build/PPR1.180610.011),,,phone
,,2023-02-22 05:19:02,2023-02-22 05:19:02,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Rahayu,40218,360022,116.206.14.38,False,3SinyalKuatHemat,3,Indonesia,1677043140226-3275520845555835418,79f32ff2-9186-4984-a4f3-6d3f4303591e,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2269 Build/RP1A.200720.011),,,phone
,,2023-02-22 05:00:56,2023-02-22 05:00:56,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kebayoran Lama Utara,12240,360155,120.188.95.122,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677042054448-7382573889778593220,e43c233d-36e2-4e68-8cf6-4b2e8595a63e,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A505F Build/RP1A.200720.012),,,phone
,,2023-02-22 04:15:18,2023-02-22 04:15:18,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,SU,Polonia,20157,360285,180.241.45.140,True,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677039316620-6004963562272122870,2782f6e2-9c56-4039-a152-e0de4158605c,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; Redmi Note 8 Pro Build/RP1A.200720.011),,,phone
,,2023-02-22 04:15:04,2023-02-22 04:15:04,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Krawang,41311,360173,110.138.88.33,True,INDOSAT,INDOSAT,Indonesia,1677039302420-9203373966709006948,020a2f63-27c4-4607-a8e4-6798f50d18cf,,,,,,android,,13,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A135F Build/TP1A.220624.014),,,phone
,,2023-02-22 04:07:24,2023-02-22 04:07:24,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Jatiwangi,17530,360257,114.4.214.153,False,TELKOMSEL,TELKOMSEL,English,1677038834475-5978249391162208519,994aeff1-1ef5-47c3-9588-378f386e553f,,,,,,android,,12,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; Redmi Note 9 Pro Build/SKQ1.211019.001),,,phone
,,2023-02-22 04:06:52,2023-02-22 04:06:52,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Mangunjaya,17510,360343,36.90.219.200,True,XL,XL,Indonesia,1677038810979-935429243779116046,2505d964-5d52-4627-a620-4aac18cbaee8,,,,,,android,,12,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; 21061110AG Build/SP1A.210812.016),,,phone
,,2023-02-22 03:04:58,2023-02-22 03:04:58,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Munjul,13850,360156,180.244.167.138,True,,,Indonesia,1677035094255-7011733348127282374,d835c8fb-674c-40ce-97cf-f5fb05ccbc11,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A025F Build/RP1A.200720.012),,,phone
,,2023-02-22 02:53:38,2023-02-22 02:53:38,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,KH,12,Phnum Penh,13253,None,45.133.181.46,True,,,Indonesia,1677034412642-8716534004107135413,6095da27-bce5-4c17-999b-97bd050f0ab7,,,,,,android,,13,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A235F Build/TP1A.220624.014),,,phone
,,2023-02-22 01:43:29,2023-02-22 01:43:29,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Warungasem,51252,360049,120.188.81.163,False,Indosat Ooredoo,Indosat Ooredoo,Indonesia,1677030180801-3042135728159622679,dd2a372b-a4fe-4a40-a4e8-6862d09ca168,,,,,,android,,8.1.0,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo 1817 Build/OPM1.171019.026),,,phone
,,2023-02-22 01:34:30,2023-02-22 01:34:30,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Sukasari,17330,360453,182.2.142.129,False,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677029669524-706153958510373694,9f222ceb-b404-47d5-b1bd-715437304c12,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; M2103K19PG Build/RP1A.200720.011),,,phone
,,2023-02-22 01:28:33,2023-02-22 01:28:33,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Neglasari,43351,360024,114.10.72.197,False,Indosat Ooredoo,INDOSAT,Indonesia,1677029313545-6047038014185839606,bce34749-043d-4563-a3ad-1d1e075990a0,,,,,,android,,9,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH1923 Build/PPR1.180610.011),,,phone
,,2023-02-22 01:23:10,2023-02-22 01:23:10,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Bojong Rawalumbu,17116,360055,103.120.170.3,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1677028986584-7357286195659214940,eb01fe9c-bf73-4215-9331-8943d2b2ec4a,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH1937 Build/RKQ1.200903.002),,,phone
,,2023-02-22 01:16:59,2023-02-22 01:16:59,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Cibaduyut,40236,360024,114.122.70.11,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1677028617071-1425407413675149253,47756498-95bc-4c8a-b920-78e694089328,,,,,,android,,8.1.0,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1825 Build/O11019),,,phone
,,2023-02-22 00:43:33,2023-02-22 00:43:33,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Jatiwangi,17530,360257,180.252.112.177,True,TELKOMSEL,TELKOMSEL,Indonesia,1677026608201-9053162850978928414,0cd966ad-dd34-483b-af87-0593c54c410f,,,,,,android,,7.1.1,0.9.27,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 7.1.1; CPH1727 Build/N6F26Q),,,phone
,,2023-02-22 00:22:05,2023-02-22 00:22:05,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Kauman,67153,360080,103.169.186.193,True,Smartfren,Smartfren,Indonesia,1677025321772-5786563697010718569,283edc1d-bd34-4c90-99cc-d9dae04ee667,,,,,,android,,11,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; RMX1971 Build/RKQ1.201217.002),,,phone
,,2023-02-21 23:37:25,2023-02-21 23:37:25,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Kemanggisan,11480,360153,182.2.132.217,False,TELKOMSEL,TELKOMSEL,Indonesia,1677022640446-7716550051547218118,0e0ed739-a5a0-46bf-b620-da192268b0d4,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; vivo 1904 Build/RP1A.200720.012),,,phone
,,2023-02-21 22:41:47,2023-02-21 22:41:47,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Grobogan,58152,360136,36.68.9.213,True,XL Axiata,XL Axiata,Indonesia,1677019305820-8773490539750483271,f98ba7a8-2c98-4f1e-8d74-032dd732a2ad,,,,,,android,,13,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; RMX3241 Build/TP1A.220905.001),,,phone
,,2023-02-21 22:16:21,2023-02-21 22:16:21,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,NB,Mataram,83126,360283,140.213.127.1,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1673489016002-6531632650755048914,0d299a3a-faff-4b47-a367-de9a86727770,,,,,,android,,10,0.9.17,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 10; M2004J19C MIUI/V12.0.3.0.QJCIDXM),,,tablet
,,2023-02-21 21:29:14,2023-02-21 21:29:14,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JT,Jekulo,59382,360213,115.178.225.198,False,smartfren,Smartfren - Stay Safe,Indonesia,1677014950591-2807711912724402682,9c6faff2-f1e5-4c18-ab54-34403c1e24af,,,,,,android,,11,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; V2118 Build/RP1A.200720.012),,,phone
,,2023-02-21 19:48:53,2023-02-21 19:48:53,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Jurang Mangu Barat,15223,360470,110.137.193.195,True,XL,XL,Indonesia,1677008932883-3718859943684810762,aa2e5486-5301-4037-b10e-3ee6028a2cec,,,,,,android,,12,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 12; M2102J20SG Build/SKQ1.211006.001),,,phone
,,2023-02-21 18:38:59,2023-02-21 18:38:59,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Ancol,14430,360157,43.243.143.110,True,Telkomsel,Tsel-PakaiMasker,Indonesia,1677004721472-2396252877207364180,ab273ea3-5d1b-4aa5-b148-b03cf7409089,,,,,,android,,13,0.9.24,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A536E Build/TP1A.220624.014),,,phone
,,2023-02-21 17:56:00,2023-02-21 17:56:00,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Pasar Baru,10710,360154,182.0.177.199,False,Telkomsel,Tsel-PakaiMasker,English,1677002155252-7222692365535222804,dcf93c56-75b4-42b2-8eba-2d07bd1900d6,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; SM-A105G Build/RP1A.200720.012),,,phone
,,2023-02-21 17:13:42,2023-02-21 17:13:42,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Bojong,15710,360342,120.188.92.254,False,Indosat Ooredoo,INDOSAT,Indonesia,1676999621553-8520624698094348477,1dfccdba-2bf8-478d-a396-60fd40c2c0cd,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2375 Build/RKQ1.211019.001),,,phone
,,2023-02-21 15:50:08,2023-02-21 15:50:08,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Lemahabang,45212,360110,140.213.13.126,False,AXIS,AXIS,Indonesia,1676994605241-1887093658575275765,17d83236-0ee2-413c-a08f-c10b937b315c,,,,,,android,,10,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 10; RMX2185 Build/QP1A.190711.020),,,phone
,,2023-02-21 15:13:56,2023-02-21 15:13:56,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Halim Perdana Kusumah,13610,360156,120.188.95.237,False,INDOSAT,INDOSAT,Indonesia,1676992435207-6196474436669118745,85f9c0b9-f1b2-4d84-a1dc-fc953b85d525,,,,,,android,,13,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 13; SM-A035F Build/TP1A.220624.014),,,phone
,,2023-02-21 14:48:31,2023-02-21 14:48:31,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Jatiranggon,17432,360055,45.251.5.81,True,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1676990904673-1986474998872016901,d8cc82fa-8d8b-4179-9c7c-bd1411411605,,,,,,android,,7.1.2,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4X MIUI/V11.0.2.0.NAMMIXM),,,phone
,,2023-02-21 14:48:02,2023-02-21 14:48:02,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Karang Anyar,15121,360468,180.254.75.98,True,XL Axiata,DiRumahLebihBaik,Indonesia,1676990883548-2117568437366379821,aa535071-0605-461e-8205-ab7f59921c6e,,,,,,android,,9,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; RMX1941 Build/PPR1.180610.011),,,phone
,,2023-02-21 14:13:04,2023-02-21 14:13:04,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,LA,Tulang Bawang Tengah,34693,360504,182.3.102.175,False,Telkomsel,Tsel-PakaiMasker,Indonesia,1676988781943-376323568751775806,f03545d8-a864-4381-9056-7fe973b92675,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2269 Build/RP1A.200720.011),,,phone
,,2023-02-21 14:10:56,2023-02-21 14:10:56,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JB,Nagri Tengah,41114,360388,182.2.141.193,False,IND TELKOMSEL,Tsel-PakaiMasker,Indonesia,1676988652208-2875568008209728850,0940e93d-d010-423a-b0dd-74a261ec677c,,,,,,android,,9,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; Redmi 8A Pro MIUI/V11.0.4.0.PCQIDXM),,,phone
,,2023-02-21 14:10:05,2023-02-21 14:10:05,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Sawah Baru,15413,360470,114.10.29.89,False,,,Bahasa Indonesia,1676988591523-8169741063377385550,f7706bec-bcc4-4412-a137-6d79b0a2d73d,,,,,,android,,6.0.1,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 4X MIUI/V8.5.2.0.MAMMIED),,,phone
,,2023-02-21 14:08:26,2023-02-21 14:08:26,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JK,Pluit,14450,360157,114.124.205.254,False,TELKOMSEL,Tsel-PakaiMasker,Indonesia,1676988505163-4852677210134366725,09ce4d97-6c44-4c3a-a33f-8039d065b0ac,,,,,,android,,9,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 9; CPH1911 Build/PPR1.180610.011),,,phone
,,2023-02-21 14:06:21,2023-02-21 14:06:21,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Karang Sari,15121,360469,180.214.232.90,False,3SinyalKuatHemat,3SinyalKuatHemat,Indonesia,1676988376339-8253982558259796722,cb3e6f46-131f-4574-b121-7365bfa4c198,,,,,,android,,11,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 11; CPH2343 Build/RKQ1.211019.001),,,phone
,,2023-02-21 14:04:33,2023-02-21 14:04:33,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,BT,Pagedangan,15339,360468,182.2.141.184,False,,Tsel-PakaiMasker,Indonesia,1676988264439-97472444191850924,c190de06-034e-488d-ad89-f334b8f50017,,,,,,android,,7.1.2,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi Note 5A MIUI/V9.1.2.0.NDFMIEI),,,phone
,,2023-02-21 13:35:45,2023-02-21 13:35:45,install,,,,,SDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS,ID,JI,Jagir,60244,360457,175.158.38.67,True,,,Indonesia,1676986547851-8219820802647417653,29b6937d-3251-4fcc-8709-61664c65bc43,,,,,,android,,8.1.0,0.9.28,v6.9.4,id.gooddreamer.novel,GoodDreamer - Android,id.gooddreamer.novel,False,,,,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-P585Y Build/M1AJQ),,,tablet
